textDisplay,text_clean,text_processed,dominant_topic,sentiment_polarity,sentiment_label,likeCount
Terimakasih bang Ferry ❤,terimakasih ferry,terimakasih bang ferry ❤,4,1,Positif,0
"licik dan rakus sekali,😄",licik rakus,"licik dan rakus sekali,😄",4,-1,Negatif,0
"SUDAH BRO PULANG LAGI JANGAN DEMO . SEKARANG UDAH BUKAN DEMO LAGI NAMANYA , JGN MAU DI ADU DOMBA MASYARAKAT SAMA PEMERINTAH 🙏",pulang demo demo namanya adu domba masyarakat pemerintah,"sudah bro pulang lagi jangan demo . sekarang sudah bukan demo lagi namanya , jangan mau di adu domba masyarakat sama pemerintah 🙏",4,-1,Negatif,0
"Puji Tuhan . Tulisan dipojok kirinya udah hilang . Terimakasih Bang Ferry untuk berpihak pada rakyat , dan tidak mau dikendalikan Buzzer . Sehat selalu Bang 🙌🙌🙌",puji tuhan tulisan dipojok kirinya hilang terimakasih ferry berpihak rakyat dikendalikan buzzer sehat,"puji tuhan . tulisan dipojok kirinya sudah hilang . terimakasih bang ferry untuk berpihak pada rakyat , dan tidak mau dikendalikan buzzer . sehat selalu bang 🙌🙌🙌",5,1,Positif,2
"Pilihan tepat resign dari ASN bang, saat ini banyak content creator yang ikut menyuarakan ketidakadilan tapi yang konsisten gak banyak. makasih bang sudah mewakili suara kami yang tidak mampu disuarakan oleh DPR.",pilihan resign asn content creator menyuarakan ketidakadilan konsisten makasih mewakili suara disuarakan dpr,"pilihan tepat resign dari asn bang, saat ini banyak content creator yang ikut menyuarakan ketidakadilan tapi yang konsisten tidak banyak. makasih bang sudah mewakili suara kami yang tidak mampu disuarakan oleh dpr.",5,1,Positif,0
"sangat masuk akal, demo mnyuarakan aspirasi benar dan saya mendukung,, sya tidak membenarkan perusakan perusuhan, dan penjarahan, apa bedanya kalain yg jarah sm koruptor?",masuk akal demo mnyuarakan aspirasi mendukung sya membenarkan perusakan perusuhan penjarahan bedanya kalain jarah koruptor,"sangat masuk akal, demo mnyuarakan aspirasi benar dan saya mendukung,, sya tidak membenarkan perusakan perusuhan, dan penjarahan, apa bedanya kalain yang jarah sama koruptor?",2,-1,Negatif,1
MARI KITA KAWAL BUNG FERRY IRWANDI,mari kawal ferry irwandi,mari kita kawal bung ferry irwandi,5,0,Netral,0
"Bang fer, klo podcast undang HRS dong, penasaran gw klo kalian saling kenal gimana ya?<br>Makin ketar ketir ga tuh world government😅",fer podcast undang penasaran kenal gimana ketar ketir tuh world government,"bang fer, kalau podcast undang harus dong, penasaran saya kalau kalian saling kenal gimana ya? makin ketar ketir tidak tuh world government😅",1,-1,Negatif,0
stay safe bang Fer,stay safe fer,stay safe bang fer,4,0,Netral,0
PEMILU ULANGGGG.???,pemilu ulangggg,pemilu ulangggg.???,2,-1,Negatif,1
"Terimakasih atas pembelajarannya bang, sehat selalu bang Ferry Irwandi dan team🔥",terimakasih pembelajarannya sehat ferry irwandi team,"terimakasih atas pembelajarannya bang, sehat selalu bang ferry irwandi dan team🔥",5,1,Positif,0
"Saya sebagai Rakyat Indonesia yg membayar Pajak dan cinta tanah Air Indonesia, saya mempunyai saran dan Minta cuma sedikit Hak saya sebagai Rakyat pembayar pajak, jangan Negara membebani saya terlalu banyak demi Allah saat ini saya pusing untuk menghidupi keluarga kecil saya, tolong klo ada pejabat yg baca komen ini dengarkan Aspirasi saya.  <br><br>SARAN DARI SAYA UNTUK PEMERINTAH INDONESIA <br><br>1. Bersihkan Korupsi <br>2. Fokus kepada kemajuan Ekonomi <br>3. Cerdaskan Sumber Daya Manusia <br>4. Gratiskan Kesehatan seluruh rakyat Indonesia <br><br>SAYA MEMINTA HAK KEPADA PEMERINTAH <br><br>1. Gratiskan Listrik <br>2. Gratiskan PAM Air <br>3. Gratiskan PBB <br><br>saya ingin fokus cari Nafkah untuk memberi makan keluarga, tolong jangan bebankan dengan yg lain MERDEKA",rakyat indonesia membayar pajak cinta tanah air indonesia saran hak rakyat pembayar pajak negara membebani allah pusing menghidupi keluarga tolong pejabat baca komen dengarkan aspirasi saran pemerintah indonesia bersihkan korupsi fokus kemajuan ekonomi cerdaskan sumber daya manusia gratiskan kesehatan rakyat indonesia hak pemerintah gratiskan listrik gratiskan pam air gratiskan pbb fokus cari nafkah makan keluarga tolong bebankan merdeka,"saya sebagai rakyat indonesia yang membayar pajak dan cinta tanah air indonesia, saya mempunyai saran dan minta hanya sedikit hak saya sebagai rakyat pembayar pajak, jangan negara membebani saya terlalu banyak demi allah saat ini saya pusing untuk menghidupi keluarga kecil saya, tolong kalau ada pejabat yang baca komen ini dengarkan aspirasi saya. saran dari saya untuk pemerintah indonesia 1. bersihkan korupsi 2. fokus kepada kemajuan ekonomi 3. cerdaskan sumber daya manusia 4. gratiskan kesehatan seluruh rakyat indonesia saya meminta hak kepada pemerintah 1. gratiskan listrik 2. gratiskan pam air 3. gratiskan pbb saya ingin fokus cari nafkah untuk memberi makan keluarga, tolong jangan bebankan dengan yang lain merdeka",2,-1,Negatif,25
"NGAJI SENIN MALAM<br><b>Jalan Demonstrasi Kaum Khawarij</b><br><br><br><a href=""https://www.youtube.com/watch?v=UjzYpT8Pn18"">https://youtu.be/UjzYpT8Pn18?si=6cdnaNpGzfwIYxij</a><br><a href=""https://www.youtube.com/watch?v=tT5cWyJCCc8"">https://youtu.be/tT5cWyJCCc8?si=wwJlY85TTJpe6i3V</a><br><br>Th 656 Masehi. Malam itu ribuan orang Arab dr luar Madinah mendemo &amp; mnggeruduk rumah Sang Kholifah, Utsman bin Affan, yg dituding nepotis dan melanggar &quot;konstitusi&quot; Islam.<br><br>Sambil meneriakkan takbir, kelompok--yg kelak oleh para ulama disebut kaum khawarij itu--mnuntut Utsman mundur, melakukan kekerasan, hingga berakhir dg terbunuhnya Sang Pemimpin. <br><br>Kaum khawarij adalah pelaku awal mula demo massa anarkis yg tercatat dlm sejarah Islam. Para sahabat Nabi &amp; ulama penerus sahabat tdk ada yg mngikuti jalan khawarij tsb. Kaum khawarij pun diperangi oleh kholifah Ali bin Abi Thalib dlm perang Nahrawan. <br><br>Meski motif awalnya utk mbela rakyat/umat, mbela konstitusi/agama, mnentang nepotisme dll namun risiko &amp; mudharat yg ditimbulkan dr aksi demontrasi selalu lebih besar. Hilangnya rasa aman, rusaknya fasilitas umum &amp; harta benda, kekacauan, permusuhan, trganggunya ekonomi, hingga korban jiwa. <b>*</b><br><br><a href=""https://www.youtube.com/shorts/hH8i5S2Tboo"">https://youtube.com/shorts/hH8i5S2Tboo?si=2A9yezPNvYnJrKyd</a><br><a href=""https://www.youtube.com/shorts/PO4fdyU-2Ko"">https://youtube.com/shorts/PO4fdyU-2Ko?si=bL_eySeF2oqksroU</a>",ngaji senin malam jalan demonstrasi kaum khawarij masehi malam ribuan orang arab madinah mendemo amp mnggeruduk rumah sang kholifah utsman bin affan dituding nepotis melanggar quot konstitusi quot islam meneriakkan takbir kelompok kelak ulama kaum khawarij mnuntut utsman mundur kekerasan terbunuhnya sang pemimpin kaum khawarij pelaku demo massa anarkis tercatat sejarah islam sahabat nabi amp ulama penerus sahabat mngikuti jalan khawarij tsb kaum khawarij diperangi kholifah ali bin abi thalib perang nahrawan motif mbela rakyat umat mbela konstitusi agama mnentang nepotisme dll risiko amp mudharat ditimbulkan aksi demontrasi hilangnya aman rusaknya fasilitas amp harta benda kekacauan permusuhan trganggunya ekonomi korban jiwa,"ngaji senin malam jalan demonstrasi kaum khawarij tahun 656 masehi. malam itu ribuan orang arab dari luar madinah mendemo &amp; mnggeruduk rumah sang kholifah, utsman bin affan, yang dituding nepotis dan melanggar &quot;konstitusi&quot; islam. sambil meneriakkan takbir, kelompok--yg kelak oleh para ulama disebut kaum khawarij itu--mnuntut utsman mundur, melakukan kekerasan, hingga berakhir dengan terbunuhnya sang pemimpin. kaum khawarij adalah pelaku awal mula demo massa anarkis yang tercatat dalam sejarah islam. para sahabat nabi &amp; ulama penerus sahabat tidak ada yang mngikuti jalan khawarij tsb. kaum khawarij pun diperangi oleh kholifah ali bin abi thalib dalam perang nahrawan. meski motif awalnya untuk mbela rakyat/umat, mbela konstitusi/agama, mnentang nepotisme dll namun risiko &amp; mudharat yang ditimbulkan dari aksi demontrasi selalu lebih besar. hilangnya rasa aman, rusaknya fasilitas umum &amp; harta benda, kekacauan, permusuhan, trganggunya ekonomi, hingga korban jiwa. *",2,-1,Negatif,0
"Ngeri kali di tiktok, setiap komen di bilang bazzer 😬",ngeri kali tiktok komen bilang bazzer,"ngeri kali di tiktok, setiap komen di bilang bazzer 😬",1,-1,Negatif,0
Tt sudah rawan mending pindah ke apk sosmed lain,rawan mending pindah apk sosmed,tt sudah rawan mending pindah ke apk sosmed lain,1,-1,Negatif,0
Awas kamerad hati2 devide et impera,awas kamerad hati devide impera,awas kamerad hati2 devide et impera,5,-1,Negatif,0
"Darurat militer ni yeeeee 😂<br>Mending nonton statement dari TNI jangan asal nyebarkan isu gak bener ,darurat militer itu untuk melawan kriminal bersenjata api, bukan masyarakat sipil",darurat militer yeeeee mending nonton statement tni nyebarkan isu bener darurat militer melawan kriminal bersenjata api masyarakat sipil,"darurat militer ni yeeeee 😂 mending nonton statement dari tni jangan asal nyebarkan isu tidak bener ,darurat militer itu untuk melawan kriminal bersenjata api, bukan masyarakat sipil",2,-1,Negatif,0
GILA KALO ORANG UDAH HAUS KEKUASAAN ... MEMANG IBLISSSSS,gila orang haus kekuasaan iblisssss,gila kalau orang sudah haus kekuasaan ... memang iblisssss,5,-1,Negatif,1
Jokowi anjing,jokowi anjing,jokowi anjing,1,-1,Negatif,0
"Btw setelah demo IG prabowo jd banjir komentar baik, aq curiga byk akun buzzerrp",btw demo prabowo banjir komentar curiga byk akun buzzerrp,"btw setelah demo ig prabowo jadi banjir komentar baik, saya curiga byk akun buzzerrp",1,-1,Negatif,0
kenapa gak kayak elo jadi presiden aja bang,elo presiden,kenapa tidak seperti elo jadi presiden saja bang,4,-1,Negatif,0
"@Rumah_Satria kayaknya gak bisa, karena beliau bukan dari jawa",kayaknya beliau jawa,"kayaknya tidak bisa, karena beliau bukan dari jawa",2,-1,Negatif,0
"Gak bisa bro, orang kayak dia malah yg harus dimokad duluan",orang dimokad duluan,"tidak bisa bro, orang seperti dia malah yang harus dimokad duluan",5,-1,Negatif,0
Pernah di ucap bung bambang pacul di senayan. &#39;&#39;Semua tergantung KETUM PARTAI.&#39;&#39;<br>Sampai sini klw belum ngerti juga berarti pura2 bego!<br>Atau bego beneran😂.,bambang pacul senayan tergantung ketum partai ngerti pura bego bego beneran,pernah di ucap bung bambang pacul di senayan. &39;&39;semua tergantung ketum partai.&39;&39; sampai sini kalau belum ngerti juga berarti pura2 bego! atau bego beneran😂.,2,-1,Negatif,0
Revolusi Indonesia,revolusi indonesia,revolusi indonesia,5,0,Netral,0
kenapa ga lgs gamblang aja bang? ga yakin dengan aparat mau bongkar … biar rakyat aja yg menghukum dalang ini,lgs gamblang aparat bongkar biar rakyat menghukum dalang,kenapa tidak lgs gamblang saja bang? tidak yakin dengan aparat mau bongkar … biar rakyat saja yang menghukum dalang ini,1,-1,Negatif,0
Intinya ini influencer atau konten kreator yang hanya mencari viewer dengan memakai judul videonya yang menarik viewer....&quot;,intinya influencer konten kreator mencari viewer memakai judul videonya menarik viewer quot,intinya ini influencer atau konten kreator yang hanya mencari viewer dengan memakai judul videonya yang menarik viewer....&quot;,1,-1,Negatif,0
Kaga cape pindah pindah akun buat komen disini bro?<br>Semangat ya😂,kaga cape pindah pindah akun komen semangat,kaga cape pindah pindah akun buat komen disini bro? semangat ya😂,1,-1,Negatif,0
"Seandainya Isu joget disaat gaji 3 juta perhari,atau pun gaji 3 juta perhari itu palsu,Seharusnya Mereka memberikan respon (Mengonfirmasi/klarifikasi) disaat isu itu baru mencuat.Katanya Tunjangan  mendengar ASPIRASI Rakyat<br><br>Kenapa baru sekarang Minta maaf?takut yaa.<br><br>Kemarin sombong nya bukan main <br><br>Atau sedari awal ngecap Masyarakat kita baperan?<br><br>Coba lihat Acara yang ada Ferdian Aurellio dan anggota DPR muda ..",seandainya isu joget disaat gaji juta perhari gaji juta perhari palsu respon mengonfirmasi klarifikasi disaat isu mencuat tunjangan mendengar aspirasi rakyat maaf takut yaa kemarin sombong main sedari ngecap masyarakat baperan coba lihat acara ferdian aurellio anggota dpr muda,"seandainya isu joget disaat gaji 3 juta perhari,atau pun gaji 3 juta perhari itu palsu,seharusnya mereka memberikan respon (mengonfirmasi/klarifikasi) disaat isu itu baru mencuat.katanya tunjangan mendengar aspirasi rakyat kenapa baru sekarang minta maaf?takut yaa. kemarin sombong nya bukan main atau sedari awal ngecap masyarakat kita baperan? coba lihat acara yang ada ferdian aurellio dan anggota dpr muda ..",4,-1,Negatif,0
Jadi inget sun tzu : mengenal diri dan mengenal musuh. Menahan diri dan berusaha memahami situasi biar ga kejebak sama strategi provokasi lawan,inget sun tzu mengenal mengenal musuh menahan berusaha memahami situasi biar kejebak strategi provokasi lawan,jadi inget sun tzu : mengenal diri dan mengenal musuh. menahan diri dan berusaha memahami situasi biar tidak kejebak sama strategi provokasi lawan,5,1,Positif,0
F3RRY  IRW4NDI  TL0LLL GBL0KKK,rry irw ndi lll gbl kkk,f3rry irw4ndi tl0lll gbl0kkk,4,0,Netral,0
Tidak ada pihak lain selain geng Kartanegara dan geng solo ....,geng kartanegara geng solo,tidak ada pihak lain selain geng kartanegara dan geng solo ....,1,0,Netral,0
Terima uang 2 arah ni?,terima uang arah,terima uang 2 arah ni?,5,-1,Negatif,0
Rusuh kerjaan mulyono,rusuh kerjaan mulyono,rusuh kerjaan mulyono,4,-1,Negatif,0
tpi bg prtnyaan kita semua lu gk tkt bg? kok kita mlh yg tkt lu knp2 bg.. insyaAllah sehat2 ya bg sma tim and keluarga.. aminn,tpi prtnyaan tkt mlh tkt knp insyaa allah sehat sma tim keluarga aminn,tpi bg prtnyaan kita semua kamu tidak tkt bg? kok kita mlh yang tkt kamu knp2 bg.. insyaa allah sehat2 ya bg sma tim dan keluarga.. aminn,5,1,Positif,0
"btul sekali 1000% real ditimpa oleh oknum² yg bergeliatan dan anarkis biar kesan nya masyarakat yg melakukan hal tersebut , padhal dividio banyak sekali dan sgt jelas yg mulai anarkis itu ialah oknum² itu bolo fixx",btul real ditimpa oknum bergeliatan anarkis biar kesan masyarakat padhal dividio anarkis oknum bolo fixx,"btul sekali 1000% real ditimpa oleh oknum² yang bergeliatan dan anarkis biar kesan nya masyarakat yang melakukan hal tersebut , padhal dividio banyak sekali dan sangat jelas yang mulai anarkis itu ialah oknum² itu bolo fixx",4,-1,Negatif,0
❤❤❤ mantap anak jenius hebat berkarakter👍 😢🇮🇩,mantap anak jenius hebat berkarakter,❤❤❤ mantap anak jenius hebat berkarakter👍 😢🇮🇩,3,1,Positif,3
"Teruntuk Prabowo, anak bangsa seperti ini yang harus nya duduk disamping anda untuk membicarakan tentang indonesia emas, bukan orang2 yng tamak yg sudah lama duduk di pemerintahan tapi gak ada prestasi",teruntuk prabowo anak bangsa duduk disamping membicarakan indonesia emas orang tamak duduk pemerintahan prestasi,"teruntuk prabowo, anak bangsa seperti ini yang harus nya duduk disamping kamu untuk membicarakan tentang indonesia emas, bukan orang2 yang tamak yang sudah lama duduk di pemerintahan tapi tidak ada prestasi",2,1,Positif,0
"Alm Affan, kabarnya sedang mengangarkan pesanan GoFood dan mesti melewati demonstran untuk mengantar makanan. Bisa dicek siapa yang pesan goFood dan mesti melewati demonstran yang sedang chaos.",alm affan kabarnya mengangarkan pesanan gofood mesti melewati demonstran mengantar makanan dicek pesan gofood mesti melewati demonstran chaos,"alm affan, kabarnya sedang mengangarkan pesanan gofood dan mesti melewati demonstran untuk mengantar makanan. bisa dicek siapa yang pesan gofood dan mesti melewati demonstran yang sedang chaos.",2,-1,Negatif,0
Bang siapa yang bakalan dinuntungkan kalau darurat militer terjadi apakah presiden sekarang? atau pihak lain bang?,dinuntungkan darurat militer presiden,bang siapa yang bakalan dinuntungkan kalau darurat militer terjadi apakah presiden sekarang? atau pihak lain bang?,2,-1,Negatif,0
"jgn terlalu di spill di awal bang, nanti buzzer2 itu next time nya bakal lebih berhati2 lagi dan nanti elu bakal lebih seulit lg buat nelusuriinya<br><br>btw color gradingnya cakep bang, gw cinema soalnya hehe",spill buzzer next time berhati elu seulit nelusuriinya btw color gradingnya cakep cinema hehe,"jangan terlalu di spill di awal bang, nanti buzzer2 itu next time nya bakal lebih berhati2 lagi dan nanti elu bakal lebih seulit lagi buat nelusuriinya btw color gradingnya cakep bang, saya cinema soalnya hehe",5,1,Positif,0
"Sekarang di media malah di framing, seolah rakyat sudah merampas harta anggota dewan (DPR).",media framing rakyat merampas harta anggota dewan dpr,"sekarang di media malah di framing, seolah rakyat sudah merampas harta anggota dewan (dpr).",4,-1,Negatif,0
thanks ELON MUSK coba kalo twitter masih di pegang ma si tolol JACK DORSEY 😂 Pasti kena hapus bro! THanks mr Mars,thanks elon musk coba twitter pegang tolol jack dorsey kena hapus thanks mars,thanks elon musk coba kalau twitter masih di pegang ma si tolol jack dorsey 😂 pasti kena hapus bro! thanks mr mars,4,-1,Negatif,0
